round,display_label,flower_client_id,cluster_id
5,Client 1,b2cfc59b26fe4af5b2099369ef680831,0
5,Client 2,e4aaf33c5cf74c70bdf5b032ed4984ff,1
5,Client 3,dcf53e4962854290b94bfb0cd59921f1,0
5,Client 4,59c9db19ae78440395f31a659239fe30,0
5,Client 5,f8bbfc6e5f52400281e18e2fda6bcd50,1
5,Client 6,5ac7ff144091478fbd6350fb45fc43e7,0
