round,display_label,flower_client_id,cluster_id
10,Client 1,59c9db19ae78440395f31a659239fe30,0
10,Client 2,e4aaf33c5cf74c70bdf5b032ed4984ff,1
10,Client 3,b2cfc59b26fe4af5b2099369ef680831,0
10,Client 4,5ac7ff144091478fbd6350fb45fc43e7,0
10,Client 5,f8bbfc6e5f52400281e18e2fda6bcd50,0
10,Client 6,dcf53e4962854290b94bfb0cd59921f1,1
