round,display_label,flower_client_id,cluster_id
2,Client 1,2ac601b5e0424873af722805d05889f3,0
2,Client 2,9aed0674fb5540ceb15273257dbfa218,0
2,Client 3,12b00a0d3ed3447db266a4f7462ce801,0
2,Client 4,6f74d89333c6421181333e5ca2a02a34,0
2,Client 5,49c0890fc0424744945a655c065dff10,0
2,Client 6,b5cb732ef8de470a975fff5c4afc1d35,0
